Date	ISIN	SecurityDescription	AggregateHoldingOfFPIS	OutstandingPositionOfGovtSecurities	SecHoldings
20190213	IN0020110022	07.80 GS 2021	7168.646	67492.661	10.62
20190213	IN0020110030	08.79 GS 2021	6750.056	83000	8.13
20190213	IN0020110048	09.15 GS 2024	6788.41	92000	7.38
20190213	IN0020020072	08.35 GS 2022	5379.55	77000	6.99
20190213	IN0020150036	07.72 GS 2025	5956.833	90031.814	6.62
20190213	IN0020060037	08.20 GS 2022	6355.4	57632.33	11.03
20190213	IN0020090034	07.35 GS 2024	2064.825	90168.022	2.29
20190213	IN0020070044	08.32 GS 2032	5	89434.05	0.01
20190213	IN0020160019	07.61 GS 2030	1883.921	85000	2.22
20190213	IN0020030055	06.17 GS 2023	2.2	14000	0.02
20190213	IN0020060086	08.28 GS 2032	30	90687.11	0.03
20190213	IN0020000025	10.70 GS 2020	1.55	6000	0.03
20190213	IN0020160092	06.62 GS 2051	30	55000	0.05
20190213	IN0020039031	05.87 GS 2022	6.4	11000	0.06
20190213	IN0020090042	06.90 GS 2019	30.363	42840	0.07
20190213	IN0020060045	08.33 GS 2036	60.14	86000	0.07
20190213	IN0020040039	07.50 GS 2034	88.5	99101.13	0.09
20190213	IN0020180470	07.00 GS 2021	5	5000	0.1
20190213	IN0020160100	06.57 GS 2033	155	64655.887	0.24
20190213	IN0020100031	08.30 GS 2040	287.15	90000	0.32
20190213	IN0020150044	08.13 GS 2045	311.305	98000	0.32
20190213	IN0020110063	08.83 GS 2041	307.5	90000	0.34
20190213	IN0020140052	08.24 GS 2033	389.542	95275	0.41
20190213	IN0020130053	09.20 GS 2030	270.051	61884.55	0.44
20190213	IN0020120047	08.20 GS 2025	2037.1	90000	2.26
20190213	IN0020110055	08.97 GS 2030	576.5	90000	0.64
20190213	IN0020110071	08.19 GS 2020	1619.233	74000	2.19
20190213	IN0020020171	06.35 GS 2020	1240.014	61000	2.03
20190213	IN0020130079	09.23 GS 2043	1537	79472.28	1.93
20190213	IN0020060318	07.94 GS 2021	878.8	49425	1.78
20190213	IN0020020106	07.95 GS 2032	602.35	101000	0.6
20190213	IN0020170042	06.68 GS 2031	974.6	93251.703	1.05
20190213	IN0020120062	08.30 GS 2042	1074.15	104529.44	1.03
20190213	IN0020160035	06.97 GS 2026	1474.652	91578.393	1.61
20190213	IN0020050012	07.40 GS 2035	730	91245	0.8
20190213	IN0020160118	06.79 GS 2029	946.52	118801.123	0.8
20190213	IN0020160068	07.06 GS 2046	745.036	94000	0.79
20190213	IN0020070036	08.26 GS 2027	560	73728.006	0.76
20190213	IN0020150069	07.59 GS 2029	733.172	96236.793	0.76
20190213	IN0020140078	08.17 GS 2044	644.395	92000	0.7
20190213	IN0020150051	07.73 GS 2034	852.712	100000	0.85
20190214	IN0020140045	08.40 GS 2024	4710.271	90000	5.23
20190214	IN0020070051	08.13 GS 2022	3627.085	70495.28	5.15
20190214	IN0020180017	06.65 GS 2020	2174.817	43545.961	4.99
20190214	IN0020180454	07.26 GS 2029	596.7	12000	4.97
20190214	IN0020120039	08.33 GS 2026	4194.51	90000	4.66
20190214	IN0020140029	08.27 GS 2020	3357.66	73000	4.6
20190214	IN0020130038	07.28 GS 2019	1080.079	42038	2.57
20190214	IN0020100015	07.80 GS 2020	3091.63	75000	4.12
20190214	IN0020140060	08.15 GS 2026	3564.64	86489.206	4.12
20190214	IN0020160050	06.84 GS 2022	3782.694	99000	3.82
20190214	IN0020092071	GOI FRB 2020	480	13000	3.69
20190214	IN0020070069	08.28 GS 2027	2680.533	90000.721	2.98
20190214	IN0020120054	08.12 GS 2020	4050.22	76000	5.33
20190214	IN0020150028	07.88 GS 2030	3801.107	89000	4.27
20190214	IN0020150093	07.59 GS 2026	7157.737	119000	6.01
20190214	IN0020120013	08.15 GS 2022	9139.071	83000	11.01
20190214	IN0020150036	07.72 GS 2025	5530.833	90031.814	6.14
20190214	IN0020140011	08.60 GS 2028	5168.52	84000	6.15
20190214	IN0020020072	08.35 GS 2022	5379.55	77000	6.99
20190214	IN0020110048	09.15 GS 2024	6788.41	92000	7.38
20190214	IN0020110030	08.79 GS 2021	6750.056	83000	8.13
20190214	IN0020110022	07.80 GS 2021	7158.646	67492.661	10.61
20190214	IN0020060037	08.20 GS 2022	6355.4	57632.33	11.03
20190214	IN0020070028	08.08 GS 2022	8310.307	68969.411	12.05
20190214	IN0020180488	07.32 GS 2024	855	7000	12.21
20190214	IN0020130012	07.16 GS 2023	9763.27	77100	12.66
20190214	IN0020170174	07.17 GS 2028	15436.23	113148.448	13.64
20190214	IN0020150010	07.68 GS 2023	12414.988	88132.012	14.09
20190214	IN0020180025	07.37 GS 2023	6440.677	39987.813	16.11
20190214	IN0020060078	08.24 GS 2027	2601.655	104388.55	2.49
20190214	IN0020170026	06.79 GS 2027	7354.288	121000	6.08
20190214	IN0020130061	08.83 GS 2023	14351.931	83000	17.29
20190214	IN0020090034	07.35 GS 2024	2064.825	90168.022	2.29
20190214	IN0020160019	07.61 GS 2030	1883.921	85000	2.22
20190214	IN0020110063	08.83 GS 2041	307.5	90000	0.34
20190214	IN0020150044	08.13 GS 2045	311.305	98000	0.32
20190214	IN0020100031	08.30 GS 2040	267.15	90000	0.3
20190214	IN0020160100	06.57 GS 2033	155	64655.887	0.24
20190214	IN0020180470	07.00 GS 2021	5	5000	0.1
20190214	IN0020060045	08.33 GS 2036	60.14	86000	0.07
20190214	IN0020140052	08.24 GS 2033	389.542	95275	0.41
20190214	IN0020090042	06.90 GS 2019	30.363	42840	0.07
20190214	IN0020160092	06.62 GS 2051	30	55000	0.05
20190214	IN0020000025	10.70 GS 2020	1.55	6000	0.03
20190214	IN0020060086	08.28 GS 2032	30	90687.11	0.03
20190214	IN0020030055	06.17 GS 2023	2.2	14000	0.02
20190214	IN0020070044	08.32 GS 2032	5	89434.05	0.01
20190214	IN0020120047	08.20 GS 2025	2037.1	90000	2.26
20190214	IN0020039031	05.87 GS 2022	6.4	11000	0.06
20190214	IN0020130053	09.20 GS 2030	270.051	61884.55	0.44
20190214	IN0020040039	07.50 GS 2034	88.5	99101.13	0.09
20190214	IN0020110055	08.97 GS 2030	576.5	90000	0.64
20190214	IN0020020106	07.95 GS 2032	602.35	101000	0.6
20190214	IN0020020171	06.35 GS 2020	1200.014	61000	1.97
20190214	IN0020130079	09.23 GS 2043	1537	79472.28	1.93
20190214	IN0020060318	07.94 GS 2021	878.8	49425	1.78
20190214	IN0020160035	06.97 GS 2026	1474.652	91578.393	1.61
20190214	IN0020170042	06.68 GS 2031	974.6	93251.703	1.05
20190214	IN0020120062	08.30 GS 2042	1074.15	104529.44	1.03
20190214	IN0020110071	08.19 GS 2020	1619.233	74000	2.19
20190214	IN0020050012	07.40 GS 2035	730	91245	0.8
20190214	IN0020160118	06.79 GS 2029	946.52	118801.123	0.8
20190214	IN0020160068	07.06 GS 2046	745.036	94000	0.79
20190214	IN0020070036	08.26 GS 2027	560	73728.006	0.76
20190214	IN0020150069	07.59 GS 2029	733.172	96236.793	0.76
20190214	IN0020140078	08.17 GS 2044	644.395	92000	0.7
20190214	IN0020150051	07.73 GS 2034	882.712	100000	0.88
20190215	IN0020140045	08.40 GS 2024	4710.271	90000	5.23
20190215	IN0020070051	08.13 GS 2022	3627.085	70495.28	5.15
20190215	IN0020180017	06.65 GS 2020	2174.817	43545.961	4.99
20190215	IN0020180454	07.26 GS 2029	596.7	12000	4.97
20190215	IN0020120039	08.33 GS 2026	4194.51	90000	4.66
20190215	IN0020140029	08.27 GS 2020	3357.66	73000	4.6
20190215	IN0020160050	06.84 GS 2022	3716.794	99000	3.75
20190215	IN0020140060	08.15 GS 2026	3564.64	86489.206	4.12
20190215	IN0020100015	07.80 GS 2020	2891.63	75000	3.86
20190215	IN0020092071	GOI FRB 2020	480	13000	3.69
20190215	IN0020070069	08.28 GS 2027	2680.533	90000.721	2.98
20190215	IN0020130038	07.28 GS 2019	1080.079	42038	2.57
20190215	IN0020120054	08.12 GS 2020	4050.22	76000	5.33
20190215	IN0020150028	07.88 GS 2030	3801.107	89000	4.27
20190215	IN0020150093	07.59 GS 2026	7157.737	119000	6.01
20190215	IN0020060078	08.24 GS 2027	2601.655	104388.55	2.49
20190215	IN0020150036	07.72 GS 2025	5530.833	90031.814	6.14
20190215	IN0020130061	08.83 GS 2023	14351.931	83000	17.29
20190215	IN0020180025	07.37 GS 2023	6315.677	39987.813	15.79
20190215	IN0020150010	07.68 GS 2023	12414.988	88132.012	14.09
20190215	IN0020170174	07.17 GS 2028	14999.747	113148.448	13.26
20190215	IN0020130012	07.16 GS 2023	9763.27	77100	12.66
20190215	IN0020180488	07.32 GS 2024	855	7000	12.21
20190215	IN0020170026	06.79 GS 2027	7354.288	121000	6.08
20190215	IN0020070028	08.08 GS 2022	8310.307	68969.411	12.05
20190215	IN0020120013	08.15 GS 2022	9139.071	83000	11.01
20190215	IN0020110022	07.80 GS 2021	7158.646	67492.661	10.61
20190215	IN0020110030	08.79 GS 2021	6750.056	83000	8.13
20190215	IN0020110048	09.15 GS 2024	6788.41	92000	7.38
20190215	IN0020020072	08.35 GS 2022	5379.55	77000	6.99
20190215	IN0020140011	08.60 GS 2028	5168.52	84000	6.15
20190215	IN0020060037	08.20 GS 2022	6355.4	57632.33	11.03
20190215	IN0020090034	07.35 GS 2024	2056.825	90168.022	2.28
20190215	IN0020070044	08.32 GS 2032	5	89434.05	0.01
20190215	IN0020160019	07.61 GS 2030	1883.921	85000	2.22
20190215	IN0020030055	06.17 GS 2023	2.2	14000	0.02
20190215	IN0020060086	08.28 GS 2032	30	90687.11	0.03
20190215	IN0020000025	10.70 GS 2020	1.55	6000	0.03
20190215	IN0020160092	06.62 GS 2051	30	55000	0.05
20190215	IN0020039031	05.87 GS 2022	6.4	11000	0.06
20190215	IN0020090042	06.90 GS 2019	30.363	42840	0.07
20190215	IN0020060045	08.33 GS 2036	60.14	86000	0.07
20190215	IN0020040039	07.50 GS 2034	88.5	99101.13	0.09
20190215	IN0020180470	07.00 GS 2021	5	5000	0.1
20190215	IN0020160100	06.57 GS 2033	155	64655.887	0.24
20190215	IN0020100031	08.30 GS 2040	267.15	90000	0.3
20190215	IN0020150044	08.13 GS 2045	311.305	98000	0.32
20190215	IN0020110063	08.83 GS 2041	307.5	90000	0.34
20190215	IN0020140052	08.24 GS 2033	389.542	95275	0.41
20190215	IN0020130053	09.20 GS 2030	270.051	61884.55	0.44
20190215	IN0020120047	08.20 GS 2025	2037.1	90000	2.26
20190215	IN0020110055	08.97 GS 2030	576.5	90000	0.64
20190215	IN0020020106	07.95 GS 2032	602.35	101000	0.6
20190215	IN0020020171	06.35 GS 2020	1200.014	61000	1.97
20190215	IN0020130079	09.23 GS 2043	1537	79472.28	1.93
20190215	IN0020060318	07.94 GS 2021	878.8	49425	1.78
20190215	IN0020160035	06.97 GS 2026	1482.652	91578.393	1.62
20190215	IN0020170042	06.68 GS 2031	974.6	93251.703	1.05
20190215	IN0020120062	08.30 GS 2042	1074.15	104529.44	1.03
20190215	IN0020110071	08.19 GS 2020	1619.233	74000	2.19
20190215	IN0020050012	07.40 GS 2035	730	91245	0.8
20190215	IN0020160118	06.79 GS 2029	946.52	118801.123	0.8
20190215	IN0020160068	07.06 GS 2046	745.036	94000	0.79
20190215	IN0020070036	08.26 GS 2027	560	73728.006	0.76
20190215	IN0020150069	07.59 GS 2029	733.172	96236.793	0.76
20190215	IN0020150051	07.73 GS 2034	882.712	100000	0.88
20190215	IN0020140078	08.17 GS 2044	644.395	92000	0.7
20190218	IN0020140045	08.40 GS 2024	4710.271	90000	5.23
20190218	IN0020070051	08.13 GS 2022	3627.085	70495.28	5.15
20190218	IN0020180017	06.65 GS 2020	2174.117	43545.961	4.99
20190218	IN0020180454	07.26 GS 2029	596.7	12000	4.97
20190218	IN0020120039	08.33 GS 2026	4194.51	90000	4.66
20190218	IN0020140029	08.27 GS 2020	3357.66	73000	4.6
20190218	IN0020100015	07.80 GS 2020	2891.63	75000	3.86
20190218	IN0020160050	06.84 GS 2022	3712.594	99000	3.75
20190218	IN0020092071	GOI FRB 2020	480	13000	3.69
20190218	IN0020070069	08.28 GS 2027	2680.533	90000.721	2.98
20190218	IN0020130038	07.28 GS 2019	1080.079	42038	2.57
20190218	IN0020120054	08.12 GS 2020	4050.22	76000	5.33
20190218	IN0020140060	08.15 GS 2026	3564.64	86489.206	4.12
20190218	IN0020150093	07.59 GS 2026	7157.137	119000	6.01
20190218	IN0020120013	08.15 GS 2022	9139.071	83000	11.01
20190218	IN0020150036	07.72 GS 2025	5530.833	90031.814	6.14
20190218	IN0020130061	08.83 GS 2023	14351.931	83000	17.29
20190218	IN0020180025	07.37 GS 2023	6315.677	39987.813	15.79
20190218	IN0020150010	07.68 GS 2023	12414.988	88132.012	14.09
20190218	IN0020170174	07.17 GS 2028	15024.747	113148.448	13.28
20190218	IN0020130012	07.16 GS 2023	9763.27	77100	12.66
20190218	IN0020180488	07.32 GS 2024	855	7000	12.21
20190218	IN0020170026	06.79 GS 2027	7354.288	121000	6.08
20190218	IN0020070028	08.08 GS 2022	8310.307	68969.411	12.05
20190218	IN0020060078	08.24 GS 2027	2601.655	105388.55	2.47
20190218	IN0020110022	07.80 GS 2021	7158.646	67492.661	10.61
20190218	IN0020110030	08.79 GS 2021	6696.094	83000	8.07
20190218	IN0020110048	09.15 GS 2024	6788.41	92000	7.38
20190218	IN0020020072	08.35 GS 2022	5379.55	77000	6.99
20190218	IN0020140011	08.60 GS 2028	5168.52	84000	6.15
20190218	IN0020060037	08.20 GS 2022	6355.4	57632.33	11.03
20190218	IN0020090034	07.35 GS 2024	2056.346	90168.022	2.28
20190218	IN0020150028	07.88 GS 2030	3801.107	89000	4.27
20190218	IN0020160019	07.61 GS 2030	1883.921	85000	2.22
20190218	IN0020030055	06.17 GS 2023	2.2	14000	0.02
20190218	IN0020060086	08.28 GS 2032	30	90687.11	0.03
20190218	IN0020000025	10.70 GS 2020	1.55	6000	0.03
20190218	IN0020160092	06.62 GS 2051	30	55000	0.05
20190218	IN0020039031	05.87 GS 2022	6.4	11000	0.06
20190218	IN0020180470	07.00 GS 2021	5	8000	0.06
20190218	IN0020090042	06.90 GS 2019	30.363	42840	0.07
20190218	IN0020060045	08.33 GS 2036	60.14	86000	0.07
20190218	IN0020040039	07.50 GS 2034	88.5	99101.13	0.09
20190218	IN0020160100	06.57 GS 2033	155	64655.887	0.24
20190218	IN0020100031	08.30 GS 2040	267.15	90000	0.3
20190218	IN0020150044	08.13 GS 2045	311.305	98000	0.32
20190218	IN0020110063	08.83 GS 2041	307.5	90000	0.34
20190218	IN0020140052	08.24 GS 2033	389.542	95275	0.41
20190218	IN0020130053	09.20 GS 2030	270.051	61884.55	0.44
20190218	IN0020070044	08.32 GS 2032	5	89434.05	0.01
20190218	IN0020110055	08.97 GS 2030	576.5	90000	0.64
20190218	IN0020020106	07.95 GS 2032	602.35	104000	0.58
20190218	IN0020110071	08.19 GS 2020	1619.233	74000	2.19
20190218	IN0020020171	06.35 GS 2020	1200.014	61000	1.97
20190218	IN0020130079	09.23 GS 2043	1537	79472.28	1.93
20190218	IN0020060318	07.94 GS 2021	878.8	49425	1.78
20190218	IN0020160035	06.97 GS 2026	1481.822	91578.393	1.62
20190218	IN0020170042	06.68 GS 2031	974.6	93251.703	1.05
20190218	IN0020120047	08.20 GS 2025	2037.1	90000	2.26
20190218	IN0020150051	07.73 GS 2034	882.712	100000	0.88
20190218	IN0020160118	06.79 GS 2029	946.52	118801.123	0.8
20190218	IN0020160068	07.06 GS 2046	745.036	94000	0.79
20190218	IN0020050012	07.40 GS 2035	730	93245	0.78
20190218	IN0020150069	07.59 GS 2029	733.172	96236.793	0.76
20190218	IN0020070036	08.26 GS 2027	560	73728.006	0.76
20190218	IN0020120062	08.30 GS 2042	1074.15	104529.44	1.03
20190218	IN0020140078	08.17 GS 2044	643.995	92000	0.7
20190220	IN0020140045	08.40 GS 2024	4707.461	90000	5.23
20190220	IN0020070051	08.13 GS 2022	3641.585	70495.28	5.17
20190220	IN0020180017	06.65 GS 2020	2174.117	43545.961	4.99
20190220	IN0020180454	07.26 GS 2029	596.7	12000	4.97
20190220	IN0020120039	08.33 GS 2026	4194.51	90000	4.66
20190220	IN0020140060	08.15 GS 2026	3564.64	86489.206	4.12
20190220	IN0020150028	07.88 GS 2030	3802.437	89000	4.27
20190220	IN0020120054	08.12 GS 2020	4045.22	76000	5.32
20190220	IN0020100015	07.80 GS 2020	2891.63	75000	3.86
20190220	IN0020160050	06.84 GS 2022	3677.794	99000	3.71
20190220	IN0020092071	GOI FRB 2020	480	13000	3.69
20190220	IN0020070069	08.28 GS 2027	2680.533	90000.721	2.98
20190220	IN0020130038	07.28 GS 2019	1080.079	42038	2.57
20190220	IN0020140029	08.27 GS 2020	3357.66	73000	4.6
20190220	IN0020150036	07.72 GS 2025	5097.833	90031.814	5.66
20190220	IN0020020072	08.35 GS 2022	5379.55	77000	6.99
20190220	IN0020170026	06.79 GS 2027	7354.288	121000	6.08
20190220	IN0020140011	08.60 GS 2028	5167.375	84000	6.15
20190220	IN0020110048	09.15 GS 2024	6788.41	92000	7.38
20190220	IN0020110030	08.79 GS 2021	6696.094	83000	8.07
20190220	IN0020110022	07.80 GS 2021	7153.646	67492.661	10.6
20190220	IN0020060037	08.20 GS 2022	6355.4	57632.33	11.03
20190220	IN0020070028	08.08 GS 2022	8310.307	68969.411	12.05
20190220	IN0020130012	07.16 GS 2023	9761.97	77100	12.66
20190220	IN0020170174	07.17 GS 2028	14467.303	113148.448	12.79
20190220	IN0020150010	07.68 GS 2023	12090.588	88132.012	13.72
20190220	IN0020180488	07.32 GS 2024	976	7000	13.94
20190220	IN0020180025	07.37 GS 2023	5984.077	39987.813	14.96
20190220	IN0020130061	08.83 GS 2023	14351.931	83000	17.29
20190220	IN0020060078	08.24 GS 2027	2601.655	105388.55	2.47
20190220	IN0020150093	07.59 GS 2026	7156.924	119000	6.01
20190220	IN0020120013	08.15 GS 2022	9139.071	83000	11.01
20190220	IN0020120047	08.20 GS 2025	2036.1	90000	2.26
20190220	IN0020160019	07.61 GS 2030	1883.921	85000	2.22
20190220	IN0020110063	08.83 GS 2041	307.5	90000	0.34
20190220	IN0020150044	08.13 GS 2045	311.305	98000	0.32
20190220	IN0020100031	08.30 GS 2040	267.15	90000	0.3
20190220	IN0020160100	06.57 GS 2033	155	64655.887	0.24
20190220	IN0020040039	07.50 GS 2034	88.5	99101.13	0.09
20190220	IN0020060045	08.33 GS 2036	60.14	86000	0.07
20190220	IN0020140052	08.24 GS 2033	389.542	95275	0.41
20190220	IN0020090042	06.90 GS 2019	30.363	42840	0.07
20190220	IN0020039031	05.87 GS 2022	6.4	11000	0.06
20190220	IN0020160092	06.62 GS 2051	30	55000	0.05
20190220	IN0020000025	10.70 GS 2020	1.55	6000	0.03
20190220	IN0020060086	08.28 GS 2032	30	90687.11	0.03
20190220	IN0020030055	06.17 GS 2023	2.2	14000	0.02
20190220	IN0020070044	08.32 GS 2032	5	89434.05	0.01
20190220	IN0020180470	07.00 GS 2021	5	8000	0.06
20190220	IN0020130053	09.20 GS 2030	270.051	61884.55	0.44
20190220	IN0020090034	07.35 GS 2024	2013.346	90168.022	2.23
20190220	IN0020110055	08.97 GS 2030	576.5	90000	0.64
20190220	IN0020020106	07.95 GS 2032	592.35	104000	0.57
20190220	IN0020110071	08.19 GS 2020	1619.233	74000	2.19
20190220	IN0020020171	06.35 GS 2020	1200.014	61000	1.97
20190220	IN0020130079	09.23 GS 2043	1537	79472.28	1.93
20190220	IN0020060318	07.94 GS 2021	878.8	49425	1.78
20190220	IN0020170042	06.68 GS 2031	974.6	93251.703	1.05
20190220	IN0020120062	08.30 GS 2042	1074.15	104529.44	1.03
20190220	IN0020160035	06.97 GS 2026	1481.012	91578.393	1.62
20190220	IN0020160118	06.79 GS 2029	946.52	118801.123	0.8
20190220	IN0020160068	07.06 GS 2046	745.036	94000	0.79
20190220	IN0020050012	07.40 GS 2035	730	93245	0.78
20190220	IN0020150069	07.59 GS 2029	738.172	96236.793	0.77
20190220	IN0020070036	08.26 GS 2027	560	73728.006	0.76
20190220	IN0020140078	08.17 GS 2044	643.995	92000	0.7
20190220	IN0020150051	07.73 GS 2034	882.712	100000	0.88
20190221	IN0020180454	07.26 GS 2029	536.7	12000	4.47
20190221	IN0020070051	08.13 GS 2022	3641.585	70495.28	5.17
20190221	IN0020180017	06.65 GS 2020	2074.117	43545.961	4.76
20190221	IN0020120039	08.33 GS 2026	4194.51	90000	4.66
20190221	IN0020140029	08.27 GS 2020	3357.66	73000	4.6
20190221	IN0020150028	07.88 GS 2030	3799.097	89000	4.27
20190221	IN0020130038	07.28 GS 2019	1080.079	42038	2.57
20190221	IN0020100015	07.80 GS 2020	2891.63	75000	3.86
20190221	IN0020160050	06.84 GS 2022	3682.794	99000	3.72
20190221	IN0020092071	GOI FRB 2020	480	13000	3.69
20190221	IN0020070069	08.28 GS 2027	2680.533	90000.721	2.98
20190221	IN0020060078	08.24 GS 2027	3101.655	105388.55	2.94
20190221	IN0020140045	08.40 GS 2024	4707.461	90000	5.23
20190221	IN0020140060	08.15 GS 2026	3464.64	86489.206	4.01
20190221	IN0020120054	08.12 GS 2020	4045.22	76000	5.32
20190221	IN0020110022	07.80 GS 2021	7153.646	67492.661	10.6
20190221	IN0020150093	07.59 GS 2026	7156.924	119000	6.01
20190221	IN0020120047	08.20 GS 2025	2036.1	90000	2.26
20190221	IN0020180025	07.37 GS 2023	6099.077	39987.813	15.25
20190221	IN0020180488	07.32 GS 2024	976	7000	13.94
20190221	IN0020150010	07.68 GS 2023	12090.588	88132.012	13.72
20190221	IN0020170174	07.17 GS 2028	14582.303	113148.448	12.89
20190221	IN0020130012	07.16 GS 2023	9760.4	77100	12.66
20190221	IN0020150036	07.72 GS 2025	5095.733	90031.814	5.66
20190221	IN0020070028	08.08 GS 2022	8310.307	68969.411	12.05
20190221	IN0020120013	08.15 GS 2022	9139.071	83000	11.01
20190221	IN0020110030	08.79 GS 2021	6696.094	83000	8.07
20190221	IN0020110048	09.15 GS 2024	6788.41	92000	7.38
20190221	IN0020020072	08.35 GS 2022	5379.55	77000	6.99
20190221	IN0020140011	08.60 GS 2028	5166.025	84000	6.15
20190221	IN0020170026	06.79 GS 2027	7354.288	121000	6.08
20190221	IN0020060037	08.20 GS 2022	6355.4	57632.33	11.03
20190221	IN0020130061	08.83 GS 2023	14351.931	83000	17.29
20190221	IN0020090034	07.35 GS 2024	2013.346	90168.022	2.23
20190221	IN0020110071	08.19 GS 2020	1619.233	74000	2.19
20190221	IN0020160019	07.61 GS 2030	1883.921	85000	2.22
20190221	IN0020070044	08.32 GS 2032	5	89434.05	0.01
20190221	IN0020030055	06.17 GS 2023	2.2	14000	0.02
20190221	IN0020060086	08.28 GS 2032	30	90687.11	0.03
20190221	IN0020000025	10.70 GS 2020	1.55	6000	0.03
20190221	IN0020160092	06.62 GS 2051	30	55000	0.05
20190221	IN0020039031	05.87 GS 2022	6.4	11000	0.06
20190221	IN0020180470	07.00 GS 2021	5	8000	0.06
20190221	IN0020090042	06.90 GS 2019	30.363	42840	0.07
20190221	IN0020040039	07.50 GS 2034	88.5	99101.13	0.09
20190221	IN0020160100	06.57 GS 2033	155	64655.887	0.24
20190221	IN0020100031	08.30 GS 2040	267.15	90000	0.3
20190221	IN0020150044	08.13 GS 2045	311.305	98000	0.32
20190221	IN0020110063	08.83 GS 2041	307.5	90000	0.34
20190221	IN0020140052	08.24 GS 2033	389.542	95275	0.41
20190221	IN0020060045	08.33 GS 2036	60.14	86000	0.07
20190221	IN0020020106	07.95 GS 2032	592.35	104000	0.57
20190221	IN0020130053	09.20 GS 2030	270.051	61884.55	0.44
20190221	IN0020130079	09.23 GS 2043	1537	79472.28	1.93
20190221	IN0020060318	07.94 GS 2021	878.8	49425	1.78
20190221	IN0020160035	06.97 GS 2026	1481.012	91578.393	1.62
20190221	IN0020170042	06.68 GS 2031	974.6	93251.703	1.05
20190221	IN0020120062	08.30 GS 2042	1074.15	104529.44	1.03
20190221	IN0020150051	07.73 GS 2034	892.712	100000	0.89
20190221	IN0020020171	06.35 GS 2020	1200.014	61000	1.97
20190221	IN0020160068	07.06 GS 2046	745.036	94000	0.79
20190221	IN0020050012	07.40 GS 2035	730	93245	0.78
20190221	IN0020150069	07.59 GS 2029	738.172	96236.793	0.77
20190221	IN0020070036	08.26 GS 2027	560	73728.006	0.76
20190221	IN0020140078	08.17 GS 2044	643.995	92000	0.7
20190221	IN0020110055	08.97 GS 2030	576.5	90000	0.64
20190221	IN0020160118	06.79 GS 2029	945.39	118801.123	0.8
20190222	IN0020140045	08.40 GS 2024	4707.461	90000	5.23
20190222	IN0020070051	08.13 GS 2022	3641.585	70495.28	5.17
20190222	IN0020120039	08.33 GS 2026	4194.51	90000	4.66
20190222	IN0020180454	07.26 GS 2029	536.7	12000	4.47
20190222	IN0020140029	08.27 GS 2020	3160.66	73000	4.33
